id,prediction,Classification
k141_1337843_3,0.7,non-AMP
k141_5829556_1,0.74,non-AMP
k141_5829556_2,0.55,non-AMP
k141_5829556_3,0.44,non-AMP
k141_5829692_1,0.42,non-AMP
k141_5829692_2,0.72,non-AMP
k141_5829692_3,0.57,non-AMP
k141_5829692_4,0.26,non-AMP
k141_5829692_5,0.5,non-AMP
k141_5829692_6,0.52,non-AMP
k141_5829692_7,0.03,non-AMP
k141_5829692_8,0.73,non-AMP
k141_5829692_9,0.51,non-AMP
k141_5829692_10,0.05,non-AMP
k141_5829692_11,0.24,non-AMP
k141_5829692_12,0.59,non-AMP
k141_5829692_13,0.53,non-AMP
k141_5829692_14,0.62,non-AMP
k141_5829692_15,0.64,non-AMP
k141_5829692_16,0.38,non-AMP
k141_5829692_17,0.46,non-AMP
k141_5829692_18,0.37,non-AMP
k141_5829692_19,0.31,non-AMP
k141_5829692_20,0.25,non-AMP
k141_5317601_1,0.67,non-AMP
k141_5317601_2,0.37,non-AMP
k141_5317601_3,0.62,non-AMP
k141_1451826_1,0.58,non-AMP
k141_1451826_2,0.48,non-AMP
k141_1451826_3,0.5,non-AMP
k141_1451826_4,0.33,non-AMP
k141_1451826_5,0.09,non-AMP
k141_1451826_6,0.45,non-AMP
k141_1451826_7,0.44,non-AMP
k141_1451826_8,0.63,non-AMP
k141_1451826_9,0.34,non-AMP
k141_1451826_10,0.45,non-AMP
k141_1451826_11,0.65,non-AMP
k141_1451826_12,0.73,non-AMP
k141_1451826_13,0.64,non-AMP
k141_1451826_14,0.27,non-AMP
k141_1451826_15,0.32,non-AMP
k141_1451826_16,0.3,non-AMP
k141_1451826_17,0.31,non-AMP
k141_1451826_18,0.11,non-AMP
k141_1451826_19,0.66,non-AMP
k141_1451826_20,0.3,non-AMP
k141_1451826_21,0.66,non-AMP
k141_1451826_22,0.27,non-AMP
k141_1451826_23,0.07,non-AMP
k141_1451826_24,0.26,non-AMP
k141_1451826_25,0.34,non-AMP
k141_1451826_26,0.53,non-AMP
k141_1451826_27,0.43,non-AMP
k141_1451826_28,0.58,non-AMP
k141_1451826_29,0.65,non-AMP
k141_1451826_30,0.2,non-AMP
k141_372858_1,0.43,non-AMP
k141_372858_2,0.6,non-AMP
k141_372858_3,0.68,non-AMP
k141_372858_4,0.15,non-AMP
k141_372858_5,0.64,non-AMP
k141_372858_6,0.72,non-AMP
k141_372858_7,0.07,non-AMP
k141_372858_8,0.34,non-AMP
k141_372858_9,0.08,non-AMP
k141_372858_10,0.36,non-AMP
k141_1736305_1,0.26,non-AMP
k141_1736305_2,0.36,non-AMP
k141_1736305_3,0.5,non-AMP
k141_1736305_4,0.68,non-AMP
k141_1736305_5,0.6,non-AMP
k141_1736305_6,0.4,non-AMP
k141_1736305_7,0.67,non-AMP
k141_1736305_8,0.64,non-AMP
k141_1736305_9,0.3,non-AMP
k141_1736305_10,0.5,non-AMP
k141_1736305_11,0.51,non-AMP
k141_1736305_12,0.67,non-AMP
k141_1736305_13,0.54,non-AMP
k141_1736305_14,0.49,non-AMP
k141_1736305_15,0.4,non-AMP
k141_1736305_16,0.78,AMP
k141_1736305_17,0.51,non-AMP
k141_1736305_18,0.11,non-AMP
k141_1736305_19,0.47,non-AMP
k141_1736305_20,0.62,non-AMP
k141_1736305_21,0.68,non-AMP
k141_1736305_22,0.46,non-AMP
k141_1736305_23,0.53,non-AMP
k141_315959_1,0.26,non-AMP
k141_315959_2,0.61,non-AMP
k141_315959_3,0.46,non-AMP
k141_315959_4,0.35,non-AMP
k141_315959_5,0.47,non-AMP
k141_315959_6,0.44,non-AMP
k141_315959_7,0.17,non-AMP
k141_315959_8,0.26,non-AMP
k141_315959_9,0.66,non-AMP
k141_315959_10,0.21,non-AMP
k141_315959_11,0.57,non-AMP
k141_315959_12,0.75,AMP
k141_315959_13,0.55,non-AMP
k141_315959_14,0.51,non-AMP
k141_315959_15,0.6,non-AMP
k141_315959_16,0.28,non-AMP
k141_315959_17,0.72,non-AMP
k141_315959_18,0.65,non-AMP
k141_315959_19,0.77,AMP
k141_316394_1,0.72,non-AMP
k141_316394_2,0.67,non-AMP
k141_316394_3,0.51,non-AMP
k141_316394_4,0.53,non-AMP
k141_316394_5,0.42,non-AMP
k141_316394_6,0.45,non-AMP
k141_316394_7,0.51,non-AMP
k141_316394_8,0.81,AMP
k141_2590877_1,0.44,non-AMP
k141_2590877_2,0.48,non-AMP
k141_2590877_3,0.38,non-AMP
k141_6967805_1,0.15,non-AMP
k141_6967805_2,0.45,non-AMP
k141_6967805_3,0.72,non-AMP
k141_6967805_4,0.21,non-AMP
k141_6967805_5,0.64,non-AMP
k141_6967805_6,0.29,non-AMP
k141_6967805_7,0.32,non-AMP
k141_3444643_1,0.17,non-AMP
k141_3444643_2,0.57,non-AMP
k141_3444643_3,0.07,non-AMP
k141_3444643_4,0.64,non-AMP
k141_3444643_5,0.57,non-AMP
k141_3444643_6,0.38,non-AMP
k141_3444643_7,0.36,non-AMP
k141_3444643_8,0.5,non-AMP
k141_3444643_9,0.45,non-AMP
k141_3444643_10,0.6,non-AMP
k141_3444643_11,0.57,non-AMP
k141_3444643_12,0.54,non-AMP
k141_3444643_13,0.24,non-AMP
k141_3444643_14,0.18,non-AMP
k141_3444643_15,0.69,non-AMP
k141_3444643_16,0.65,non-AMP
k141_3444643_17,0.55,non-AMP
k141_658051_1,0.58,non-AMP
k141_658051_2,0.42,non-AMP
k141_658051_3,0.19,non-AMP
k141_658051_4,0.11,non-AMP
k141_658051_5,0.62,non-AMP
k141_658051_6,0.25,non-AMP
k141_658051_7,0.54,non-AMP
k141_658051_8,0.68,non-AMP
k141_658051_9,0.63,non-AMP
k141_658051_10,0.28,non-AMP
k141_658051_11,0.33,non-AMP
k141_658162_1,0.71,non-AMP
k141_658162_2,0.66,non-AMP
k141_658162_3,0.46,non-AMP
k141_3273674_1,0.37,non-AMP
k141_3273674_2,0.12,non-AMP
k141_3273674_3,0.5,non-AMP
k141_3273674_4,0.14,non-AMP
k141_3273674_5,0.17,non-AMP
k141_3273674_6,0.74,non-AMP
k141_3273674_7,0.36,non-AMP
k141_3273674_8,0.67,non-AMP
k141_3273674_9,0.72,non-AMP
k141_3273674_10,0.44,non-AMP
k141_3273674_11,0.36,non-AMP
k141_3273674_12,0.28,non-AMP
k141_3273674_13,0.12,non-AMP
k141_3273674_14,0.53,non-AMP
k141_3273674_15,0.57,non-AMP
k141_3273674_16,0.34,non-AMP
k141_3273674_17,0.26,non-AMP
k141_3273674_18,0.69,non-AMP
k141_3273674_19,0.75,AMP
k141_3273674_20,0.26,non-AMP
k141_3273674_21,0.42,non-AMP
k141_3273674_22,0.74,non-AMP
k141_3273674_23,0.74,non-AMP
k141_3273674_24,0.59,non-AMP
k141_3273674_25,0.31,non-AMP
k141_3273674_26,0.56,non-AMP
k141_3273674_27,0.64,non-AMP
k141_3273674_28,0.43,non-AMP
k141_3273674_29,0.13,non-AMP
k141_3273674_30,0.48,non-AMP
k141_3273674_31,0.06,non-AMP
k141_3273674_32,0.37,non-AMP
k141_3273674_33,0.21,non-AMP
k141_3273674_34,0.79,AMP
k141_3273674_35,0.07,non-AMP
k141_3273674_36,0.49,non-AMP
k141_3273674_37,0.2,non-AMP
k141_3273674_38,0.5,non-AMP
k141_3273674_39,0.52,non-AMP
k141_3273674_40,0.33,non-AMP
k141_3273674_41,0.66,non-AMP
k141_3273674_42,0.43,non-AMP
k141_3273674_43,0.48,non-AMP
k141_3273674_44,0.13,non-AMP
k141_3273674_45,0.68,non-AMP
k141_3273674_46,0.42,non-AMP
k141_1966106_1,0.5,non-AMP
k141_1966106_2,0.49,non-AMP
k141_1966106_3,0.23,non-AMP
k141_1966106_4,0.73,non-AMP
k141_1966106_5,0.37,non-AMP
k141_1966106_6,0.72,non-AMP
k141_1966106_7,0.32,non-AMP
k141_1966106_8,0.14,non-AMP
k141_1966106_9,0.3,non-AMP
k141_1966106_10,0.74,non-AMP
k141_1966106_11,0.77,AMP
k141_1227637_1,0.37,non-AMP
k141_1227637_2,0.34,non-AMP
k141_1227637_3,0.56,non-AMP
k141_1227637_4,0.26,non-AMP
k141_1227637_5,0.64,non-AMP
k141_1227637_6,0.64,non-AMP
k141_1227637_7,0.37,non-AMP
k141_1227637_8,0.11,non-AMP
k141_1227637_9,0.26,non-AMP
k141_1227637_10,0.51,non-AMP
k141_1227637_11,0.37,non-AMP
k141_1227637_12,0.35,non-AMP
k141_1227637_13,0.23,non-AMP
k141_1227637_14,0.37,non-AMP
k141_1227637_15,0.67,non-AMP
k141_1227637_16,0.27,non-AMP
k141_1227637_17,0.34,non-AMP
k141_1227637_18,0.48,non-AMP
k141_1227637_19,0.74,non-AMP
k141_1227637_20,0.22,non-AMP
k141_4412342_1,0.31,non-AMP
k141_4412342_2,0.21,non-AMP
k141_4412342_3,0.7,non-AMP
k141_4412342_4,0.33,non-AMP
k141_4412342_5,0.74,non-AMP
k141_4412342_6,0.17,non-AMP
k141_4412342_7,0.59,non-AMP
k141_4412342_8,0.67,non-AMP
k141_4412342_9,0.71,non-AMP
k141_4412342_10,0.37,non-AMP
k141_4412342_11,0.91,AMP
k141_1341261_1,0.27,non-AMP
k141_1341261_2,0.7,non-AMP
k141_1341261_3,0.35,non-AMP
k141_1341261_4,0.66,non-AMP
k141_1341261_5,0.61,non-AMP
k141_1341261_6,0.28,non-AMP
k141_1341261_7,0.38,non-AMP
k141_1341261_8,0.78,AMP
k141_1341261_9,0.19,non-AMP
k141_1341261_10,0.52,non-AMP
k141_1341261_11,0.35,non-AMP
k141_1341261_12,0.13,non-AMP
k141_7084047_1,0.54,non-AMP
k141_7084047_2,0.55,non-AMP
k141_7084047_3,0.54,non-AMP
k141_7084047_4,0.56,non-AMP
k141_7084047_5,0.43,non-AMP
k141_7084071_1,0.27,non-AMP
k141_7084071_2,0.63,non-AMP
k141_5378175_1,0.44,non-AMP
k141_5378175_2,0.05,non-AMP
k141_5378175_3,0.25,non-AMP
k141_5378175_4,0.48,non-AMP
k141_5378175_5,0.56,non-AMP
k141_5378175_6,0.66,non-AMP
k141_5378175_7,0.76,AMP
k141_5378175_8,0.37,non-AMP
k141_6800486_1,0.1,non-AMP
k141_6800486_2,0.49,non-AMP
k141_6800486_3,0.58,non-AMP
k141_6800486_4,0.18,non-AMP
k141_6800486_5,0.23,non-AMP
k141_6800486_6,0.34,non-AMP
k141_6800486_7,0.27,non-AMP
k141_6800486_8,0.38,non-AMP
k141_1627051_1,0.56,non-AMP
k141_1627051_2,0.68,non-AMP
k141_1627051_3,0.74,non-AMP
k141_1627051_4,0.53,non-AMP
k141_1627051_5,0.15,non-AMP
k141_1627051_6,0.05,non-AMP
k141_1627051_7,0.72,non-AMP
k141_1627051_8,0.44,non-AMP
k141_716818_1,0.76,AMP
k141_716818_2,0.4,non-AMP
k141_716818_3,0.6,non-AMP
k141_716818_4,0.66,non-AMP
k141_716818_5,0.65,non-AMP
k141_716818_6,0.77,AMP
k141_716818_7,0.53,non-AMP
k141_716818_8,0.47,non-AMP
k141_716818_9,0.27,non-AMP
k141_716818_10,0.64,non-AMP
k141_716818_11,0.15,non-AMP
k141_716818_12,0.43,non-AMP
k141_716818_13,0.74,non-AMP
k141_716818_14,0.62,non-AMP
k141_716818_15,0.48,non-AMP
k141_4414679_1,0.09,non-AMP
k141_4414679_2,0.52,non-AMP
k141_4414679_3,0.64,non-AMP
k141_4414679_4,0.22,non-AMP
k141_4414679_5,0.32,non-AMP
k141_4414679_6,0.46,non-AMP
k141_4414679_7,0.26,non-AMP
k141_4414679_8,0.57,non-AMP
k141_1171872_1,0.2,non-AMP
k141_1171872_2,0.65,non-AMP
k141_1171872_3,0.52,non-AMP
k141_1171872_4,0.46,non-AMP
k141_1171872_5,0.4,non-AMP
k141_1171872_6,0.58,non-AMP
k141_1171872_7,0.1,non-AMP
k141_1171872_8,0.33,non-AMP
k141_1171872_9,0.29,non-AMP
k141_1171872_10,0.44,non-AMP
k141_1171872_11,0.02,non-AMP
k141_1171872_12,0.12,non-AMP
k141_1171872_13,0.1,non-AMP
k141_1171872_14,0.58,non-AMP
k141_1171872_15,0.76,AMP
k141_6914693_1,0.24,non-AMP
k141_6914693_2,0.04,non-AMP
k141_6914693_3,0.06,non-AMP
k141_6914693_4,0.46,non-AMP
k141_6914693_5,0.1,non-AMP
k141_6914693_6,0.46,non-AMP
k141_6914693_7,0.56,non-AMP
k141_378217_1,0.13,non-AMP
k141_378217_2,0.31,non-AMP
k141_378217_3,0.58,non-AMP
k141_378217_4,0.55,non-AMP
k141_378217_5,0.73,non-AMP
k141_378217_6,0.38,non-AMP
k141_378217_7,0.59,non-AMP
k141_378217_8,0.6,non-AMP
k141_378217_9,0.66,non-AMP
k141_378217_10,0.47,non-AMP
k141_378217_11,0.51,non-AMP
k141_378217_12,0.78,AMP
k141_378217_13,0.63,non-AMP
k141_378217_14,0.51,non-AMP
k141_378217_15,0.22,non-AMP
k141_378217_16,0.31,non-AMP
k141_378217_17,0.35,non-AMP
k141_378217_18,0.49,non-AMP
k141_378217_19,0.57,non-AMP
k141_378217_20,0.18,non-AMP
k141_378217_21,0.29,non-AMP
k141_378217_22,0.32,non-AMP
k141_378217_23,0.28,non-AMP
k141_378217_24,0.59,non-AMP
k141_6972079_1,0.03,non-AMP
k141_6972079_2,0.67,non-AMP
k141_6972079_3,0.14,non-AMP
k141_1287611_1,0.44,non-AMP
k141_1287611_2,0.36,non-AMP
k141_1287611_3,0.64,non-AMP
k141_1287611_4,0.33,non-AMP
k141_1287611_5,0.43,non-AMP
k141_1287611_6,0.32,non-AMP
k141_1287611_7,0.54,non-AMP
k141_1287611_8,0.37,non-AMP
k141_1287611_9,0.56,non-AMP
k141_1287611_10,0.09,non-AMP
k141_1287611_11,0.37,non-AMP
k141_1287611_12,0.35,non-AMP
k141_1287611_13,0.78,AMP
k141_1287611_14,0.39,non-AMP
k141_1287611_15,0.47,non-AMP
k141_1287611_16,0.39,non-AMP
k141_1287611_17,0.55,non-AMP
k141_1287611_18,0.77,AMP
k141_1287611_19,0.61,non-AMP
k141_1287611_20,0.14,non-AMP
k141_1287611_21,0.49,non-AMP
k141_1287611_22,0.74,non-AMP
k141_1287611_23,0.61,non-AMP
k141_1287611_24,0.43,non-AMP
k141_1287611_25,0.76,AMP
k141_1287611_26,0.61,non-AMP
k141_1287611_27,0.75,AMP
k141_1287611_28,0.17,non-AMP
k141_1287611_29,0.69,non-AMP
k141_1287611_30,0.47,non-AMP
k141_1287611_31,0.46,non-AMP
k141_1287611_32,0.77,AMP
k141_1287611_33,0.51,non-AMP
k141_1287611_34,0.69,non-AMP
k141_3163673_1,0.67,non-AMP
k141_3163673_2,0.34,non-AMP
k141_3163673_3,0.3,non-AMP
k141_3163673_4,0.57,non-AMP
k141_3163673_5,0.47,non-AMP
k141_3163673_6,0.33,non-AMP
k141_3163673_7,0.52,non-AMP
k141_3163673_8,0.64,non-AMP
k141_3163673_9,0.1,non-AMP
k141_3163673_10,0.33,non-AMP
k141_3163673_11,0.42,non-AMP
k141_3163673_12,0.21,non-AMP
k141_3163673_13,0.15,non-AMP
k141_3163673_14,0.47,non-AMP
k141_3163673_15,0.01,non-AMP
k141_3163673_16,0.62,non-AMP
k141_3163673_17,0.41,non-AMP
k141_6746689_1,0.68,non-AMP
k141_6746689_2,0.66,non-AMP
k141_6746689_3,0.29,non-AMP
k141_6746689_4,0.67,non-AMP
k141_6746689_5,0.67,non-AMP
k141_6746689_6,0.55,non-AMP
k141_6746689_7,0.18,non-AMP
k141_6746689_8,0.26,non-AMP
k141_6746689_9,0.64,non-AMP
k141_6746689_10,0.5,non-AMP
k141_6746689_11,0.38,non-AMP
k141_6746689_12,0.36,non-AMP
k141_6746689_13,0.7,non-AMP
k141_6746689_14,0.69,non-AMP
k141_435837_1,0.6,non-AMP
k141_435837_2,0.05,non-AMP
k141_435837_3,0.05,non-AMP
k141_435837_4,0.34,non-AMP
k141_435837_5,0.41,non-AMP
k141_435837_6,0.16,non-AMP
k141_435837_7,0.68,non-AMP
k141_435837_8,0.99,AMP
k141_435837_9,0.52,non-AMP
k141_435837_10,0.46,non-AMP
k141_435837_11,0.64,non-AMP
k141_435837_12,0.31,non-AMP
k141_435837_13,0.04,non-AMP
k141_435837_14,0.38,non-AMP
k141_435837_15,0.33,non-AMP
k141_5950610_1,0.69,non-AMP
k141_5950610_2,0.18,non-AMP
k141_5950610_3,0.65,non-AMP
k141_5950610_4,0.53,non-AMP
k141_5950610_5,0.67,non-AMP
k141_5950610_6,0.32,non-AMP
k141_5950610_7,0.06,non-AMP
k141_5950610_8,0.28,non-AMP
k141_5950610_9,0.67,non-AMP
k141_5950610_10,0.58,non-AMP
k141_5950610_11,0.54,non-AMP
k141_5950610_12,0.45,non-AMP
k141_5950610_13,0.31,non-AMP
k141_5950610_14,0.38,non-AMP
k141_5950610_15,0.62,non-AMP
k141_5950610_16,0.5,non-AMP
k141_5950610_17,0.45,non-AMP
k141_5950610_18,0.44,non-AMP
k141_5950610_19,0.76,AMP
k141_5950610_20,0.35,non-AMP
k141_5950610_21,0.2,non-AMP
k141_6291139_1,0.28,non-AMP
k141_6291139_2,0.56,non-AMP
k141_6291139_3,0.54,non-AMP
k141_2368770_1,0.46,non-AMP
k141_2368770_2,0.23,non-AMP
k141_2368770_3,0.72,non-AMP
k141_2368770_4,0.54,non-AMP
k141_2368770_5,0.38,non-AMP
k141_2368770_6,0.69,non-AMP
k141_2368770_7,0.25,non-AMP
k141_2368770_8,0.6,non-AMP
k141_2368770_9,0.41,non-AMP
k141_2368770_10,0.59,non-AMP
k141_2368770_11,0.67,non-AMP
k141_2368770_12,0.6,non-AMP
k141_2368770_13,0.13,non-AMP
k141_2368770_14,0.29,non-AMP
k141_2368770_15,0.66,non-AMP
k141_2368770_16,0.57,non-AMP
k141_2368770_17,0.72,non-AMP
k141_2368770_18,0.67,non-AMP
k141_2368770_19,0.64,non-AMP
k141_2368770_20,0.49,non-AMP
k141_2368770_21,0.24,non-AMP
k141_2368770_22,0.8,AMP
k141_2368770_23,0.1,non-AMP
k141_2368770_24,0.61,non-AMP
k141_2368770_25,0.69,non-AMP
k141_2368770_26,0.15,non-AMP
k141_2368770_27,0.55,non-AMP
k141_2368770_28,0.08,non-AMP
k141_2368770_29,0.3,non-AMP
k141_2368770_30,0.43,non-AMP
k141_2368770_31,0.49,non-AMP
k141_2368770_32,0.49,non-AMP
k141_2368770_33,0.58,non-AMP
k141_2368770_34,0.61,non-AMP
k141_2368770_35,0.71,non-AMP
k141_2368770_36,0.59,non-AMP
k141_2368770_37,0.49,non-AMP
k141_2368770_38,0.52,non-AMP
k141_2368770_39,0.51,non-AMP
k141_2368770_40,0.61,non-AMP
k141_2368770_41,0.16,non-AMP
k141_2368770_42,0.12,non-AMP
k141_2368770_43,0.32,non-AMP
k141_2368770_44,0.79,AMP
k141_2368770_45,0.43,non-AMP
k141_2368770_46,0.17,non-AMP
k141_322447_1,0.53,non-AMP
k141_322447_2,0.04,non-AMP
k141_322447_3,0.34,non-AMP
k141_322447_4,0.18,non-AMP
k141_322447_5,0.55,non-AMP
k141_322447_6,0.58,non-AMP
k141_322447_7,0.44,non-AMP
k141_322447_8,0.52,non-AMP
k141_322447_9,0.57,non-AMP
k141_3621050_1,0.67,non-AMP
k141_3621050_2,0.85,AMP
k141_3621050_3,0.81,AMP
k141_3621050_4,0.76,AMP
k141_3621050_5,0.68,non-AMP
k141_3621050_6,0.66,non-AMP
k141_3621050_7,0.77,AMP
k141_3223669_1,0.06,non-AMP
k141_3223669_2,0.54,non-AMP
k141_3223669_3,0.57,non-AMP
k141_3223669_4,0.53,non-AMP
k141_3223669_5,0.54,non-AMP
k141_3223669_6,0.7,non-AMP
k141_3223669_7,0.27,non-AMP
k141_3223669_8,0.37,non-AMP
k141_3223669_9,0.37,non-AMP
k141_3223669_10,0.47,non-AMP
k141_3223669_11,0.56,non-AMP
k141_3223669_12,0.12,non-AMP
k141_3223669_13,0.44,non-AMP
k141_3223669_14,0.28,non-AMP
k141_3223669_15,0.35,non-AMP
k141_3223669_16,0.57,non-AMP
k141_3223669_17,0.5,non-AMP
k141_3223669_18,0.58,non-AMP
k141_3223669_19,0.66,non-AMP
k141_3223669_20,0.6,non-AMP
k141_3223669_21,0.59,non-AMP
k141_3223669_22,0.59,non-AMP
k141_3223669_23,0.58,non-AMP
k141_3223669_24,0.42,non-AMP
k141_3223669_25,0.46,non-AMP
k141_3223669_26,0.55,non-AMP
k141_3223669_27,0.45,non-AMP
k141_3223669_28,0.79,AMP
k141_3223669_29,0.58,non-AMP
k141_3223669_30,0.27,non-AMP
k141_3223669_31,0.7,non-AMP
k141_3223669_32,0.71,non-AMP
k141_3223669_33,0.78,AMP
k141_3223669_34,0.2,non-AMP
k141_3223669_35,0.35,non-AMP
k141_3223669_36,0.32,non-AMP
k141_3223669_37,0.59,non-AMP
k141_3223669_38,0.02,non-AMP
k141_3223669_39,0.37,non-AMP
k141_5895788_1,0.81,AMP
k141_5895788_2,0.24,non-AMP
k141_5895788_3,0.68,non-AMP
k141_5895788_4,0.74,non-AMP
k141_5895788_5,0.05,non-AMP
k141_5895788_6,0.36,non-AMP
k141_5895788_7,0.57,non-AMP
k141_5895788_8,0.4,non-AMP
k141_5895788_9,0.43,non-AMP
k141_5895788_10,0.51,non-AMP
k141_5895788_11,0.67,non-AMP
k141_5895788_12,0.76,AMP
k141_5895788_13,0.33,non-AMP
k141_5895788_14,0.72,non-AMP
k141_5895788_15,0.76,AMP
k141_5895788_16,0.55,non-AMP
k141_5895788_17,0.74,non-AMP
k141_5895788_18,0.66,non-AMP
k141_5895788_19,0.59,non-AMP
k141_5895788_20,0.45,non-AMP
k141_4758503_1,0.53,non-AMP
k141_4758503_2,0.24,non-AMP
k141_4758503_3,0.63,non-AMP
k141_4758503_4,0.43,non-AMP
k141_4758503_5,0.12,non-AMP
k141_4758503_6,0.62,non-AMP
k141_4758503_7,0.45,non-AMP
k141_4758503_8,0.4,non-AMP
k141_665231_1,0.18,non-AMP
k141_665231_2,0.65,non-AMP
k141_665231_3,0.68,non-AMP
k141_665231_4,0.13,non-AMP
k141_665231_5,0.3,non-AMP
k141_665231_6,0.64,non-AMP
k141_665231_7,0.56,non-AMP
k141_665231_8,0.65,non-AMP
k141_665231_9,0.33,non-AMP
k141_665231_10,0.3,non-AMP
k141_665231_11,0.12,non-AMP
k141_665231_12,0.39,non-AMP
k141_5611762_1,0.38,non-AMP
k141_5611762_2,0.29,non-AMP
k141_5611762_3,0.43,non-AMP
k141_5611762_4,0.49,non-AMP
k141_4418680_1,0.82,AMP
k141_4418680_2,0.64,non-AMP
k141_4418680_3,0.51,non-AMP
k141_4418680_4,0.64,non-AMP
k141_4418680_5,0.55,non-AMP
k141_4418680_6,0.53,non-AMP
k141_4418680_7,0.76,AMP
k141_4418680_8,0.43,non-AMP
k141_4418680_9,0.11,non-AMP
k141_4418680_10,0.05,non-AMP
k141_4418680_11,0.56,non-AMP
k141_4418680_12,0.49,non-AMP
k141_4418680_13,0.15,non-AMP
k141_4418680_14,0.24,non-AMP
k141_4418680_15,0.03,non-AMP
k141_4418680_16,0.57,non-AMP
k141_4418680_17,0.23,non-AMP
k141_4418680_18,0.28,non-AMP
k141_4418680_19,0.33,non-AMP
k141_4418680_20,0.13,non-AMP
k141_4418680_21,0.04,non-AMP
k141_4418680_22,0.43,non-AMP
k141_4418680_23,0.59,non-AMP
k141_4418680_24,0.53,non-AMP
k141_4418680_25,0.65,non-AMP
k141_2087374_1,0.2,non-AMP
k141_2087374_2,0.31,non-AMP
k141_2087374_3,0.54,non-AMP
k141_2087374_4,0.49,non-AMP
k141_2087374_5,0.27,non-AMP
k141_2087374_6,0.49,non-AMP
k141_2087374_7,0.58,non-AMP
k141_2087374_8,0.29,non-AMP
k141_2087374_9,0.59,non-AMP
k141_2087374_10,0.69,non-AMP
k141_836980_1,0.56,non-AMP
k141_836980_2,0.52,non-AMP
k141_836980_3,0.53,non-AMP
k141_836980_4,0.94,AMP
k141_6124839_1,0.67,non-AMP
k141_6124839_2,0.36,non-AMP
k141_6124839_3,0.3,non-AMP
k141_6124839_4,0.23,non-AMP
k141_6124839_5,0.47,non-AMP
k141_6124839_6,0.44,non-AMP
k141_6124839_7,0.15,non-AMP
k141_6124839_8,0.66,non-AMP
k141_6124839_9,0.65,non-AMP
k141_6124839_10,0.41,non-AMP
k141_6124839_11,0.66,non-AMP
k141_6124839_12,0.5,non-AMP
k141_6124839_13,0.59,non-AMP
k141_6124839_14,0.68,non-AMP
k141_6124839_15,0.59,non-AMP
k141_6124839_16,0.12,non-AMP
k141_6124839_17,0.39,non-AMP
k141_6124839_18,0.53,non-AMP
k141_3849760_1,0.42,non-AMP
k141_3849760_2,0.53,non-AMP
k141_3849760_3,0.71,non-AMP
k141_3849760_4,0.63,non-AMP
k141_3849760_5,0.55,non-AMP
k141_3849760_6,0.44,non-AMP
k141_3849760_7,0.24,non-AMP
k141_3849760_8,0.33,non-AMP
k141_3849760_9,0.1,non-AMP
k141_4646859_1,0.73,non-AMP
k141_4646859_2,0.39,non-AMP
k141_4646859_3,0.49,non-AMP
k141_666641_1,0.7,non-AMP
k141_666641_2,0.77,AMP
k141_666641_3,0.34,non-AMP
k141_666641_4,0.62,non-AMP
k141_666641_5,0.34,non-AMP
k141_666641_6,0.53,non-AMP
k141_666641_7,0.81,AMP
k141_666641_8,0.47,non-AMP
k141_666641_9,0.77,AMP
k141_666641_10,0.6,non-AMP
k141_666641_11,0.53,non-AMP
k141_666641_12,0.69,non-AMP
k141_666641_13,0.33,non-AMP
k141_2714642_1,0.19,non-AMP
k141_2714642_2,0.28,non-AMP
k141_2714642_3,0.58,non-AMP
k141_2714642_4,0.63,non-AMP
k141_2714642_5,0.6,non-AMP
k141_2714642_6,0.47,non-AMP
k141_2714642_7,0.43,non-AMP
k141_2714642_8,0.52,non-AMP
k141_4134743_1,0.55,non-AMP
k141_4134743_2,0.51,non-AMP
k141_4134743_3,0.29,non-AMP
k141_4134743_4,0.21,non-AMP
k141_3510024_1,0.57,non-AMP
k141_3510024_2,0.52,non-AMP
k141_3510024_3,0.07,non-AMP
k141_3510024_4,0.54,non-AMP
k141_3510024_5,0.53,non-AMP
k141_3510024_6,0.28,non-AMP
k141_3510024_7,0.63,non-AMP
k141_3510024_8,0.13,non-AMP
k141_3510024_9,0.35,non-AMP
k141_3510024_10,0.62,non-AMP
k141_3510024_11,0.2,non-AMP
k141_3510024_12,0.48,non-AMP
k141_3510024_13,0.7,non-AMP
k141_3510024_14,0.75,AMP
k141_3510024_15,0.66,non-AMP
k141_3510024_16,0.47,non-AMP
k141_3510024_17,0.15,non-AMP
k141_3510024_18,0.76,AMP
k141_3510024_19,0.64,non-AMP
k141_3510024_20,0.55,non-AMP
k141_3510024_21,0.44,non-AMP
k141_3510024_22,0.68,non-AMP
k141_3510024_23,0.39,non-AMP
k141_3510024_24,0.37,non-AMP
k141_3510024_25,0.29,non-AMP
k141_3510024_26,0.62,non-AMP
k141_3510024_27,0.74,non-AMP
k141_3510024_28,0.27,non-AMP
k141_2941833_1,0.1,non-AMP
k141_2941833_2,0.74,non-AMP
k141_2941833_3,0.63,non-AMP
k141_2941833_4,0.58,non-AMP
k141_2941833_5,0.26,non-AMP
k141_2941833_6,0.76,AMP
k141_2941833_7,0.48,non-AMP
k141_2941833_8,0.35,non-AMP
k141_3510260_1,0.35,non-AMP
k141_3510260_2,0.55,non-AMP
k141_3510260_3,0.46,non-AMP
k141_3510260_4,0.38,non-AMP
k141_1918194_1,0.44,non-AMP
k141_1918194_2,0.08,non-AMP
k141_1918194_3,0.74,non-AMP
k141_1918194_4,0.24,non-AMP
